date,value
2014-07-08,2125090,5863650,5879700,574
2014-07-07,1334876,5935100,5956450,5879400
2014-07-03,898852,5917000,5942500,589
2014-07-02,1195250,5922600,5941500,5891100
2014-07-01,1643199,5876500,5936600,5862900
2014-06-30,1478867,5867600,5877100,5832900
2014-06-27,2015965,5854500,5878800,5826200
2014-06-26,2001257,5893000,5896000,5796000
2014-06-25,2110029,5735500,5873000,5732600
2014-06-24,2843997,5742200,5822500,5691600
2014-06-23,1722711,5643500,5744400,5635000
2014-06-20,3156309,5664500,5667700,5593700
2014-06-19,2627242,5611500,565,5566679
2014-06-18,2057643,5528000,5614000,5515800
2014-06-17,1477494,5523600,5537400,5474700
2014-06-16,1938486,5572500,5579900,550
2014-06-13,1353287,5600800,5606500,5537200
2014-06-12,1546085,567,567,5571500
2014-06-11,1128417,5659200,5689700,5636800
2014-06-10,1472116,5687800,572,5661300
2014-06-09,1529355,5667500,572,5652200
2014-06-06,1740248,5681600,5687999,5595800
2014-06-05,1792859,5571100,565,5550500
2014-06-04,1729048,5515200,5585800,5485600
2014-06-03,2026954,5609000,5624000,5525275
2014-06-02,1660355,5697500,5704100,5567000
2014-05-30,1871693,5716400,5725800,5657900
2014-05-29,1409408,5733900,5734800,5684525
2014-05-28,1580200,5745700,5776600,5699520
2014-05-27,2185798,5677800,5748700,5641500
2014-05-23,2672414,5581300,565,5541700
2014-05-22,2146620,5522000,5579600,551
2014-05-21,1562619,5429000,5497500,5421100
2014-05-20,2424962,540,5463500,5365700
2014-05-19,1976325,5288800,5393500,5256600
2014-05-16,1907537,5296000,5308400,5235700
2014-05-15,1829143,5331400,5339999,5253100
2014-05-14,1280903,5418200,5418200,5331100
2014-05-13,2010474,5395800,5439900,5379000
2014-05-12,1944902,5318400,5387500,5275100
2014-05-09,2261215,5186500,5273500,5142800
2014-05-08,2450440,5157200,5273500,5144600
2014-05-07,3071981,5232500,5244300,5110900
2014-05-06,1834320,5334100,5345480,5222601
